row	weekday	weather	time	consumer_satisfaction	pedestrian_level	accidents_per_10K
110	Sa	sunny	evening rush	62.076459650414165	4	0
111	Th	sunny	morning rush	43.840476853547415	8	2.1081535658635207
112	Su	sunny	overnight	66.94468536395426	5	2.9661587139603967
113	Fr	sunny	evening rush	42.23009914504199	11	7.211727538766065
114	Sa	rainy	midday	29.597928297040827	2	2.146855025227406
115	Tu	snowy	evening rush	27.92265812871801	3	2.720029043393096
116	M	snowy	midday	53.847645502992336	6	7.140596903072233
117	M	snowy	overnight	44.89535549264271	6	9.462563075305864
118	Th	snowy	morning rush	37.463710435401794	6	3.0368768897509932
119	M	sunny	midday	52.39632430715745	6	6.790487920678486
120	Tu	rainy	overnight	64.71784465285116	6	4.893353420062671
121	Th	rainy	evening rush	58.26592207223263	3	2.237939026524436
122	W	rainy	midday	68.53820253860825	3	3.689341886836318
123	M	sunny	midday	81.17074706799073	6	1.3926798688993545
124	Th	snowy	overnight	69.82577019019546	3	5.640061093607137
125	Fr	sunny	overnight	89.09096051765997	2	6.435265895847071
126	Th	sunny	midday	46.941282110287005	6	0
127	Tu	snowy	midday	47.5385166104714	2	5.842431725198574
128	Sa	sunny	evening rush	44.05280128131359	4	2.5335178256683735
129	Fr	rainy	midday	64.82715597285733	5	3.1977533476501048
130	Sa	snowy	evening rush	52.482991157829325	3	3.9923780555954362
131	W	sunny	midday	57.99054075818456	7	4.898313774877032
132	Fr	snowy	overnight	45.53706311143443	7	9.051733371304877
133	Th	sunny	morning rush	20.788705589106947	3	4.212577079116215
134	M	sunny	morning rush	49.17828452405957	6	1.4311430446606246
135	Tu	sunny	midday	29.804909976266856	1	1.808185523156443
136	Su	sunny	morning rush	58.105717067394146	9	0
137	M	sunny	evening rush	49.73450310360146	4	4.664061994743068
138	Tu	rainy	evening rush	86.13555073454285	3	2.49844530848483
139	Su	snowy	evening rush	33.89344522931742	3	6.698935095740172
140	Fr	sunny	evening rush	37.901381282722	6	7.000768761236092
141	W	sunny	evening rush	60.18060042855956	6	2.1965027565780955
142	Su	sunny	morning rush	60.96420121419038	2	0
143	Th	sunny	midday	60.522101669336415	4	0
144	M	rainy	morning rush	53.175065797686315	3	5.170717404089656
145	Fr	snowy	evening rush	34.7474331295727	3	7.27922694920372
146	Fr	rainy	midday	74.02709980726641	3	11.013546869668847
147	Sa	sunny	midday	43.83074472927973	4	0.15181624228418722
148	Tu	snowy	overnight	64.8792923623936	5	6.463812833599663
149	Sa	snowy	morning rush	31.637661837107736	6	4.526396931920582
150	Tu	sunny	overnight	22.988887087023883	8	4.4259323657899525
151	Th	snowy	evening rush	50.60576083606522	12	5.137790604068798
152	Sa	rainy	morning rush	47.382457108175174	5	2.7214756716901793
153	Th	sunny	overnight	41.73198850309444	9	5.179282762945929
154	Th	sunny	midday	36.742017988540624	3	2.7957745547310644
155	M	sunny	evening rush	25.6406199688828	3	4.779194608483626
156	Su	snowy	midday	58.936961296523194	4	0.10282077270284162
157	Sa	sunny	evening rush	21.67330330638583	5	4.760287631793425
158	Su	sunny	morning rush	20.296702595564796	5	0
159	M	sunny	overnight	56.684524465475796	1	5.856605125982251
160	W	sunny	evening rush	54.07876382300746	6	1.9105616119490882
161	W	snowy	morning rush	38.93951019593803	3	4.098283404232923
162	Th	snowy	overnight	54.862796045997385	2	7.601843278873734
163	Tu	snowy	overnight	56.22375977077117	3	5.316797375584505
164	Sa	snowy	overnight	71.05821314446159	6	2.0809690833746495
165	Su	rainy	morning rush	47.16795596309567	3	0.0010741394076820843
166	Th	rainy	overnight	29.13111762610808	3	5.932706376492602
167	M	snowy	midday	32.48868386194991	11	3.9273487737853436
168	Tu	sunny	evening rush	26.037480244613878	4	6.661654873031108
169	Sa	sunny	midday	80.98140673455315	6	3.3632064581781256
170	Th	sunny	overnight	33.71374900497334	8	6.228775567710725
171	W	rainy	midday	61.014908811985514	8	3.271522695839968
172	Sa	snowy	midday	72.92787183444473	5	2.134264819252474
173	Th	sunny	morning rush	37.47289597804135	7	5.5862124013784
174	Sa	rainy	evening rush	44.38917882161123	3	5.529362214715409
175	Sa	sunny	overnight	41.05781699171776	1	1.807794066301102
176	Th	snowy	evening rush	37.282302675675616	8	6.961839500967935
177	Th	sunny	evening rush	52.08379412806307	6	2.1170538740834908
178	M	sunny	morning rush	43.714510475226795	3	5.817233287933289
179	Sa	sunny	midday	78.2637565232728	7	1.8306920273606755
180	W	sunny	evening rush	60.148696867529466	7	1.3914946738884375
181	Sa	snowy	morning rush	42.96783947841983	7	5.171132116153255
182	Fr	sunny	evening rush	51.28025166863281	5	5.012336409852028
183	Tu	rainy	midday	29.407721989409517	7	5.897249382690539
184	W	rainy	evening rush	64.31233499099099	3	3.4562427172617016
185	Th	sunny	midday	67.90460173191863	6	4.433623320189895
186	Su	sunny	evening rush	58.04292894208335	7	0.7707617133602398
187	M	rainy	morning rush	77.11013155728834	2	4.264094161319304
188	Su	sunny	overnight	63.43239457806594	8	3.703100242469486
189	Fr	sunny	morning rush	46.826196412513	4	3.2198968111304973
190	Sa	sunny	morning rush	59.47210103207521	5	2.8036104547916203
191	Fr	sunny	overnight	32.639003155231535	4	5.199541757620379
192	W	rainy	morning rush	63.47283923719393	5	3.888525189946478
193	Su	sunny	overnight	54.81221093388707	7	2.560026640659442
194	M	sunny	morning rush	46.659893236078965	5	5.345349871912395
195	Sa	sunny	morning rush	91.26664218998414	4	0
196	Tu	rainy	evening rush	37.523553652619405	5	2.782681049735112
197	Sa	sunny	overnight	57.5654538154515	6	1.5823189109828326
198	W	snowy	overnight	70.24027347963211	8	1.580698832879468
199	Su	sunny	overnight	49.85325111975702	8	7.052199763778622
200	W	rainy	overnight	43.67709181607542	5	3.368624546569468
201	W	sunny	morning rush	34.35242615960095	9	4.574727040113706
202	M	sunny	overnight	37.66170907018648	3	8.284756953476347
203	Sa	sunny	overnight	31.865653223579752	6	3.4816842030640185
204	Th	rainy	overnight	32.248493221279475	7	4.465605793608269
205	Fr	snowy	morning rush	45.36685392082727	5	9.593462466050644
206	Su	snowy	evening rush	68.11676432901169	9	3.4209674436608473
207	Su	rainy	evening rush	67.86677943070413	6	1.7556168353226425
208	Su	sunny	overnight	98.34197534900181	5	0.3237920056682455
209	Tu	rainy	overnight	26.900152512771573	7	0
210	Th	sunny	midday	19.940176868671124	7	0.9648294230661816
211	M	sunny	midday	55.23802632151248	5	3.156376491275863
212	Fr	sunny	midday	39.68607825676114	5	6.856227697122914
213	Tu	sunny	midday	77.7047220388514	3	4.062686417854582
214	M	sunny	midday	60.48795344819365	7	1.427644760260815
215	Tu	snowy	overnight	32.70593598865155	5	4.046577547692509
216	Sa	sunny	overnight	49.421728709949505	7	4.910259090413798
217	Th	sunny	midday	66.35816115352188	2	2.774976813101727
218	M	snowy	evening rush	47.560401525476955	6	6.958530056564483
219	Th	sunny	evening rush	48.86614956400623	4	9.78909233668262
220	M	sunny	evening rush	48.08022331380844	6	6.164957076858677
221	W	snowy	morning rush	39.77139780553965	3	6.120683309751654
222	Sa	snowy	evening rush	35.59734156673139	3	6.966834175162756
223	Sa	snowy	overnight	72.45850663438783	8	5.4978689235587765
224	Tu	sunny	midday	35.84767878086804	10	0
225	Sa	sunny	morning rush	43.0983467001223	6	0.9798430111922136
226	Tu	sunny	evening rush	39.664584096660136	4	0
227	Sa	snowy	morning rush	36.53080949341557	2	5.001871135836167
228	Fr	sunny	midday	51.82672439018597	11	2.5496139514232157
229	Tu	snowy	midday	39.07028242077534	7	4.091892085173659
230	Su	sunny	morning rush	43.06291768543944	2	4.256594859506246
231	M	sunny	overnight	43.693886975035966	2	5.392645570789095
232	Th	snowy	midday	66.40073403991573	1	1.7789851159900651
233	Fr	snowy	overnight	77.55229048766893	4	5.967562729579781
234	Su	snowy	overnight	47.89562557668624	5	3.5421823185015775
235	M	snowy	morning rush	40.74728009036306	5	5.715326198799063
236	Fr	sunny	overnight	59.054615468117326	3	6.9139675248563766
237	Sa	sunny	overnight	76.57495089082347	7	0
238	M	snowy	evening rush	55.00065639401664	5	6.62235187485264
239	Tu	rainy	midday	44.886604131054305	13	0
240	Sa	sunny	overnight	42.37615337728982	4	0.984647976985634
241	Sa	rainy	overnight	41.685800796069955	13	1.150787802923789
242	W	snowy	morning rush	13.97593579312445	1	4.655124019665684
243	Sa	sunny	morning rush	58.81218912786691	6	1.990172669202405
244	M	sunny	morning rush	68.92837209975363	7	6.959983599141708
245	Su	sunny	morning rush	79.9385412698541	6	0
246	Sa	sunny	morning rush	53.917436662070365	8	2.2721174107944586
247	M	sunny	overnight	78.41930335355316	7	2.016242573286163
248	Tu	sunny	overnight	46.43145300338344	4	7.571012605347043
249	Sa	sunny	midday	34.941783900894315	4	4.487585761620895
250	M	sunny	overnight	47.26218432299305	6	3.587307195183863
251	W	rainy	evening rush	58.648323183839985	5	4.497404798882744
252	Th	sunny	midday	45.018741646062736	8	3.548657988215008
253	Su	snowy	midday	31.006126027396622	5	4.833128648187667
254	W	sunny	midday	26.302267344766296	3	0.10649362844782906
255	Fr	rainy	evening rush	87.64042525840841	2	6.2803437738976085
256	M	sunny	overnight	29.21610510129856	6	4.564345097028607
257	W	sunny	morning rush	47.47425686571134	9	1.7190977713628952
258	Sa	rainy	midday	85.253659012371	8	6.553700325911717
259	Fr	rainy	morning rush	35.66195930240005	10	7.6285671824214445
260	W	sunny	morning rush	57.187904038378484	2	0
261	Fr	sunny	overnight	26.53045540791408	8	5.818650085753502
262	Tu	sunny	morning rush	49.91461484990155	1	3.0006315262610372
263	M	snowy	evening rush	46.436159355015214	7	7.70571930532152
264	Fr	sunny	overnight	47.95950440754047	1	3.5410785558592286
265	M	rainy	midday	23.00541043322791	5	5.145168223601646
266	W	snowy	evening rush	42.977798238860224	6	4.761868918140407
267	Tu	rainy	evening rush	35.13978911344988	5	5.989221139671184
268	W	sunny	midday	27.674142762185532	5	6.32658219883211
269	W	sunny	evening rush	47.61451211573661	5	4.491614472046478
270	Su	sunny	midday	41.33772531552917	4	0.037754954842226796
271	W	snowy	morning rush	35.71627351590322	5	4.168118906697414
272	Su	rainy	midday	18.85437243703146	7	0
273	Fr	snowy	evening rush	73.24412181863907	7	6.179103191672638
274	Tu	sunny	midday	36.84076438258621	2	5.103333589764073
275	M	rainy	overnight	59.54823455775922	7	6.913007959214075
276	M	snowy	midday	54.97488443105273	4	6.204924945343988
277	W	rainy	morning rush	26.813162280209067	3	6.992111714360604
278	W	sunny	midday	63.05596576412246	5	2.2709496135404614
279	Sa	sunny	evening rush	36.16217371517213	4	1.6826310837046285
280	Fr	snowy	morning rush	56.462581157213705	4	9.301399655518212
281	Tu	snowy	morning rush	59.84763824404355	5	4.078285233939642
282	Sa	rainy	evening rush	57.082726079148046	6	3.5552289719734707
283	Th	snowy	midday	37.67262434587456	2	2.7665138736330572
284	M	sunny	midday	24.402208596835766	6	3.9494224709267356
285	Su	rainy	overnight	47.96083023958128	7	1.478594670095776
286	Su	rainy	morning rush	46.01022313429136	2	1.7886253939024628
287	Sa	snowy	midday	37.67500548864605	8	0.8197907396474049
288	Tu	snowy	morning rush	53.48972689103566	7	3.772709442715329
289	W	snowy	morning rush	51.864296721697684	7	2.367950282065288
290	Sa	rainy	overnight	49.744081239101796	9	6.505484237754919
291	W	sunny	midday	52.90669882980874	9	0
292	M	snowy	evening rush	76.25055609701306	7	9.088997733877527
293	M	snowy	evening rush	16.364664561763284	9	8.860563017763095
294	Fr	snowy	midday	54.799329417894434	5	7.614231135868005
295	Fr	sunny	midday	35.097608201546066	4	5.95321921033068
296	Tu	sunny	evening rush	74.8385885187138	1	3.5558715237052603
297	Tu	rainy	overnight	48.30388862351279	4	2.478399884434819
298	Su	snowy	morning rush	57.32179770198068	4	1.4222117658455407
299	Th	sunny	morning rush	55.13880605517968	8	2.6451792705042996
300	Th	sunny	overnight	14.044600425342516	8	0.49370199784368163
301	Su	rainy	overnight	52.23976515156709	3	3.8749156338412436
302	M	rainy	overnight	33.05007800188298	5	8.830914088054477
303	Sa	sunny	overnight	56.254515850075784	3	3.497395743056774
304	Th	sunny	morning rush	30.88092575912458	2	1.035566903126613
305	Tu	sunny	evening rush	35.91607637536836	8	3.789554377892214
306	Su	rainy	morning rush	73.80177078081567	4	4.877931729078302
307	Tu	rainy	evening rush	58.588886305401275	6	6.154738362650709
308	Su	sunny	midday	58.12271159059446	4	0
309	W	rainy	morning rush	42.856226249966305	5	4.045029897868773
310	M	sunny	overnight	66.26605978347774	6	6.290812292017302
311	Th	sunny	morning rush	63.675208368799474	5	4.771864159347206
312	Fr	snowy	midday	30.977803864660018	5	2.5889549504460247
313	Sa	snowy	morning rush	61.854943340945226	5	0.4142426333664484
314	Fr	snowy	midday	41.0565828582371	9	5.150261342964345
315	Tu	sunny	evening rush	52.12519215690825	8	1.462053010911558
316	Tu	sunny	midday	50.49649728787925	6	1.493320852869493
317	Su	rainy	midday	43.82117538650014	1	4.744950385180461
318	Su	sunny	midday	51.717464363446155	2	1.7027992574483044
319	Su	sunny	midday	41.54127450829757	7	0.54572086958858
320	Fr	sunny	evening rush	45.52779069127301	4	1.9427264879413717
321	M	sunny	evening rush	30.60866861069862	2	6.067026773265951
322	Su	sunny	midday	60.132824560827565	8	1.8199864440060682
323	M	snowy	midday	62.24079962352453	6	5.325844077726985
324	Sa	snowy	evening rush	44.51447430658925	6	3.645076891831981
325	Th	sunny	overnight	86.49549540395677	2	1.5528500577957747
326	M	snowy	overnight	73.2591993496321	6	4.089734533062112
327	M	sunny	overnight	55.89205293668577	2	7.608463620882944
328	Th	snowy	overnight	60.4105075179219	2	2.3965947899670055
329	Fr	rainy	midday	52.49135074326824	4	6.266293250728387
330	W	sunny	overnight	46.231316449817726	2	3.5011308966536805
331	Su	sunny	overnight	50.76094392362056	6	2.610436965570879
332	W	rainy	evening rush	56.54250991209362	3	2.813382228206787
333	Th	rainy	evening rush	63.16529268929441	5	0
334	W	sunny	evening rush	68.40959378191846	4	5.695045687570656
335	Th	rainy	morning rush	49.822678929345265	6	0.8447399736838643
336	Th	sunny	overnight	41.729334247523624	7	5.698554732235113
337	Tu	rainy	evening rush	54.487660655594	6	2.9176838064751713
338	W	snowy	evening rush	65.17362691201927	4	6.245087544853643
339	Fr	snowy	midday	32.546330079915535	9	6.2802414940689255
340	W	sunny	morning rush	66.36524405348439	8	2.348866558335134
341	W	sunny	midday	42.91638829570471	2	1.46099926613886
342	Fr	sunny	midday	67.60318583526018	4	4.363911019945203
343	Su	rainy	overnight	52.44403569038711	3	4.351789685686846
344	Fr	snowy	overnight	75.5842880620543	8	6.525364888884301
345	M	rainy	evening rush	43.37734368804699	6	13.852959137224897
346	M	sunny	midday	21.112500652738337	5	6.317013727584408
347	M	sunny	evening rush	77.64226248826303	8	2.0102562136405773
348	Sa	sunny	evening rush	49.29899801706255	3	4.284675368168905
349	M	sunny	morning rush	55.836189155522355	3	2.749236552138229
350	Tu	rainy	evening rush	44.20420844470388	9	7.462436598924161
351	Tu	rainy	morning rush	58.34463090720265	4	5.2681336449824885
352	Tu	snowy	midday	39.037173080935666	6	6.271124637334278
353	W	sunny	overnight	50.62926037279192	6	5.843110265626221
354	Sa	sunny	overnight	49.89094762315799	4	2.361107584525673
355	Tu	snowy	evening rush	30.814159674896956	2	6.942480907686278
356	Th	rainy	morning rush	40.87850736303502	8	1.3672493894692217
357	Sa	rainy	morning rush	50.978709190612115	4	3.976328123835569
358	Fr	sunny	morning rush	50.250103617720484	3	2.937032136903971
359	Fr	sunny	midday	55.18331577394334	11	4.137991367554997
360	Th	sunny	overnight	48.14501572666374	6	4.098181512303142
361	W	sunny	evening rush	45.912463155451846	5	3.15766223317694
362	Tu	rainy	morning rush	31.890179456895783	3	1.620612351560242
363	Su	sunny	overnight	23.291669274883343	6	1.065031771101419
364	Su	snowy	midday	54.769398082885665	3	2.05798738995521
365	W	sunny	morning rush	37.6690837687232	5	1.0493686603097276
366	Tu	snowy	evening rush	64.92232085062766	7	5.644720057151847
367	Fr	rainy	overnight	28.180097877142902	4	3.7670875748474306
368	Fr	rainy	morning rush	58.017298707048866	5	5.309266167580296
369	Th	snowy	evening rush	71.6716798432102	5	3.7022877203490077
370	Fr	sunny	morning rush	37.20602383773938	8	4.989274611831311
371	Su	rainy	midday	32.26714021252185	5	3.4815910302401525
372	M	sunny	morning rush	35.129121320287716	7	2.8581369800700216
373	Th	rainy	morning rush	38.211468416912496	6	6.019506403842218
374	Sa	snowy	overnight	39.886564023868104	7	4.055788318484105
375	Fr	sunny	midday	35.92709900535068	2	3.135107098133734
376	Th	rainy	evening rush	40.97585062446207	10	4.510607432713814
377	Su	snowy	overnight	33.48371624739775	6	2.534070572083626
378	Fr	snowy	evening rush	55.81499581181478	5	4.085230111650837
379	W	rainy	overnight	18.06711620534568	5	4.341564578667184
380	Tu	rainy	midday	76.73421998054974	5	0.821351271882051
381	W	sunny	evening rush	34.22068760891429	3	6.493700524618672
382	Su	rainy	midday	44.21328546607053	10	0.6153919119307305
383	M	sunny	overnight	47.395121815089084	1	3.9123701292511273
384	W	sunny	midday	41.19422226822052	7	4.458069074999017
385	W	sunny	midday	54.91118016472513	2	1.4098770903070883
386	Sa	sunny	evening rush	66.30528501612496	4	1.527449533188881
387	M	sunny	morning rush	56.229638923796934	4	4.2920409033091325
388	M	snowy	evening rush	34.46923787118629	7	6.620845663616171
389	Th	snowy	evening rush	58.07484474679784	5	3.4662975620879735
390	Su	rainy	morning rush	33.18843544364875	4	0
391	Tu	snowy	overnight	60.313310773320296	6	4.4592409726533315
392	Fr	sunny	overnight	32.86114829841753	6	8.930622302072766
393	M	snowy	midday	61.450125023183595	0	3.0031645223506906
394	Tu	sunny	midday	46.56309310298994	4	1.987996280494981
395	Tu	sunny	evening rush	54.82799707108683	4	4.406304046068055
396	Su	sunny	midday	26.948502917219862	4	2.7987255012275534
397	Sa	rainy	midday	43.690708584264414	6	0.25410824066796955
398	Fr	sunny	overnight	56.79785039642366	5	4.109562063965624
399	Th	sunny	midday	55.09189683958897	4	1.9113704515561656
400	Th	sunny	overnight	43.762747353544306	2	0
401	Su	sunny	evening rush	41.35971732818327	8	2.4235454776634207
402	Su	snowy	evening rush	48.49096784728952	6	4.9142027143558185
403	Sa	sunny	midday	46.21718455436482	3	0.09551748382374337
404	Th	rainy	evening rush	51.564137708037514	3	5.9023506608582945
405	W	snowy	overnight	54.4380756486985	5	4.812130123138639
406	Fr	snowy	midday	45.5170623900072	4	4.68182817127143
407	M	sunny	midday	54.777817602225376	5	5.152802863633495
408	Th	snowy	overnight	35.68418607898659	9	2.992403181261382
409	M	rainy	midday	44.70692022749963	4	2.4376187816601145
410	Su	sunny	morning rush	48.78714758552888	5	0
411	M	sunny	morning rush	39.481765291283196	8	1.0056127584418606
412	Sa	rainy	evening rush	50.40590727151764	4	1.1695359036912656
413	M	sunny	morning rush	51.45678787722596	2	3.652383830839616
414	W	snowy	morning rush	43.342846539726274	7	0.4348453576291913
415	Tu	sunny	evening rush	48.48918186395731	6	6.735870879058332
416	Sa	sunny	midday	71.49750245112644	11	1.13809949225895
417	M	sunny	morning rush	31.381496139253645	2	3.84212790263651
418	Fr	sunny	morning rush	54.477332253563866	4	5.939474777929469
419	Sa	sunny	overnight	61.78398899505903	4	3.5828900949321296
420	W	sunny	evening rush	83.4576659522147	11	2.075006124567354
421	W	sunny	overnight	40.517435384929854	3	2.5758774888548457
422	Th	sunny	overnight	38.24220077300195	7	2.864097039212399
423	M	rainy	evening rush	58.289410800146015	6	5.227170838749354
424	Fr	sunny	morning rush	47.44510182657604	3	3.8874889661499648
425	Tu	rainy	overnight	58.436043177208596	5	9.215030755182655
426	Su	sunny	evening rush	18.84400016933548	6	0
427	Th	sunny	overnight	80.15346773797944	7	2.1940911262982143
428	Tu	snowy	morning rush	40.503186849603914	6	6.91697398302866
429	Fr	sunny	morning rush	63.05939799128254	4	2.9713325527604866
430	Th	rainy	evening rush	44.54598764402085	0	5.9865211941072705
431	Th	rainy	evening rush	30.04636038607616	7	7.850378081671275
432	Th	snowy	evening rush	63.457243886923024	3	2.368552940340434
433	Su	rainy	morning rush	50.77463035095409	8	0
434	Su	rainy	evening rush	34.201937371448636	6	2.700856380307821
435	Th	snowy	morning rush	48.001666217726665	5	0.36464020677241793
436	Tu	snowy	midday	48.71105188945398	9	4.4669676706799875
437	Sa	rainy	morning rush	72.54043390066889	6	1.5416580906786592
438	Tu	sunny	overnight	38.07800589039989	4	5.698500347113482
439	Fr	sunny	overnight	37.73203755915875	8	5.744305836351217
440	W	sunny	morning rush	47.01137626879184	7	5.432623996974376
441	M	sunny	morning rush	41.15433575616694	8	3.4715365782055323
442	Th	sunny	midday	81.59614376209346	5	3.6224021986851205
443	Tu	snowy	overnight	73.5330475638116	7	7.885447757305325
444	Su	sunny	morning rush	63.486024546575216	0	0
445	Th	rainy	midday	35.33790370284994	7	3.13999909800869
